id,title,authors,countries,first_year_published,Title
1939,On Writing,Stephen King,American,2000.0,on writing
777,The Road to Serfdom,Friedrich von Hayek,Austrian,1944.0,road to serfdom
363,Interpreter of Maladies,Jhumpa Lahiri,American,2000.0,interpreter of maladies
641,The White Tiger,Aravind Adiga,Indian,2008.0,white tiger
2591,"If I Forget Thee, Jerusalem",William Faulkner,American,1939.0,"if i forget thee, jerusalem"
118,Harry Potter And The Chamber Of Secrets,J. K Rowling,British,1998.0,harry potter and chamber of secrets
1295,Harry Potter and the Order of the Phoenix,J. K Rowling,British,2003.0,harry potter and order of phoenix
4174,Tenth of December,George Saunders,American,2013.0,tenth of december
334,The Pillars Of The Earth,Ken Follett,British,1989.0,pillars of earth
2152,The Bean Trees,Barbara Kingsolver,American,1988.0,bean trees
723,Good-Bye to All That,Robert Graves,British,1929.0,good-bye to all that
2058,Salvage the Bones: A Novel,Jesmyn Ward,American,2011.0,salvage bones
1874,Profiles in Courage,John F. Kennedy,American,1955.0,profiles in courage
1203,Beyond Good and Evil,Friedrich Nietzsche,German,1886.0,beyond good and evil
1168,Mourning Becomes Electra,Eugene O'Neill,American,1931.0,mourning becomes electra
2601,Jakob Von Gunten,Robert Walser,Swiss,1909.0,jakob von gunten
2600,Poems of Federico García Lorca,Federico García Lorca,Spanish,1941.0,poems of federico garcía lorca
2441,Memoirs From Beyond the Grave,François René De Chateaubriand,French,1849.0,memoirs from beyond grave
1366,Suite Française,Irène Némirovsky,French,2004.0,suite française
3535,Lincoln in the Bardo,George Saunders,American,2017.0,lincoln in bardo
2604,Poet in New York,Federico García Lorca,Spanish,1929.0,poet in new york
2616,Celestina,Fernando de Rojas,Spanish,1499.0,celestina
2613,Fortunata and Jacinta,Benito Pérez Galdós,Spanish,1887.0,fortunata and jacinta
2635,Poems by Machado,Antonio Machado,Spanish,1917.0,poems by machado
2638,The Poetry of Luis Cernuda,Luis Cernuda,Spanish,1963.0,poetry of luis cernuda
2619,Sanctuary,William Faulkner,American,1931.0,sanctuary
1259,Life on the Mississippi,Mark Twain,American,1883.0,life on mississippi
1147,Jesus' Son,Denis Johnson,American,1999.0,jesus' son
1403,The Breakfast of Champions,Kurt Vonnegut,American,1973.0,breakfast of champions
768,The Golden Bough,James George Frazer,British,1890.0,golden bough
3120,The Lusiad,Luís Vaz Camões,Portuguese,1572.0,lusiad
3696,Uncle Silas,Sheridan Le Fanu,Irish,1864.0,uncle silas
257,The Thirty-Nine Steps,John Buchan,British,1915.0,thirty-nine steps
2030,The Omnivore's Dilemma,Michael Pollan,American,2006.0,omnivore's dilemma
2449,London Fields,Martin Amis,British,1989.0,london fields
2351,Apology,Plato,Greek,-399.0,apology
2757,The Makioka Sisters,Junichiro Tanizaki,Japanese,1948.0,makioka sisters
2643,Dom Casmurro,Machado de Assis,Brazilian,1899.0,dom casmurro
2647,Some Prefer Nettles,Junichiro Tanizaki,Japanese,1929.0,some prefer nettles
1943,Birds of America,Lorrie Moore,American,1998.0,birds of america
160,Jazz,Toni Morrison,American,1992.0,jazz
1303,Persepolis,Marjane Satrapi,Iranian,2000.0,persepolis
4168,Normal People,Sally Rooney,American,2018.0,normal people
767,The Feynman Lectures on Physics,Richard P. Feynman,American,1995.0,feynman lectures on physics
236,Sister Carrie,Theodore Dreiser,American,1900.0,sister carrie
2875,The Hour of the Star,Clarice Lispector,Brazilian,1977.0,hour of star
1455,My Name is Red,Orhan Pamuk,Turkish,2001.0,my name is red
3115,Pygmalion,Bernard Shaw,British,1912.0,pygmalion
2798,The House of the Seven Gables,Nathaniel Hawthorne,American,1851.0,house of seven gables
524,"Guns, Germs, and Steel",Jared Diamond,American,1997.0,"guns, germs, and steel"
2519,The Odes,Horace,Roman,-23.0,odes
1448,Fingersmith,Sarah Waters,British,2002.0,fingersmith
1904,Truman,David McCullough,American,1992.0,truman
2602,Hopscotch,Julio Cortázar,Argentinian,1963.0,hopscotch
430,The Day of the Triffids,John Wyndham,British,1951.0,day of triffids
2631,The Sleepwalkers,Hermann Broch,Austrian,1931.0,sleepwalkers
2256,"Roll of Thunder, Hear My Cry",Mildred D. Taylor,American,1976.0,"roll of thunder, hear my cry"
757,Battle Cry of Freedom,James M. McPherson,American,1988.0,battle cry of freedom
3032,Don Juan: A Poem,Lord Byron,British,1819.0,don juan
277,An Artist of the Floating World,Kazuo Ishiguro,British,1986.0,artist of floating world
527,Pilgrim at Tinker Creek,Annie Dillard,American,1975.0,pilgrim at tinker creek
906,Lives of the Caesars,Suetonius,Roman,121.0,lives of caesars
468,History,Elsa Morante,Italian,1974.0,history
2739,Twice-Told Tales,Nathaniel Hawthorne,American,1837.0,twice-told tales
3283,Wild Swans: Three Daughters of China,Jung Chang,Chinese,1991.0,wild swans
4182,Little Fires Everywhere,Celeste Ng,American,2017.0,little fires everywhere
2465,Like Water For Chocolate,Laura Esquivel,Mexican,1989.0,like water for chocolate
721,Autobiographies,W. B. Yeats,Irish,1926.0,autobiographies
2149,Sometimes a Great Notion,Ken Kesey,American,1964.0,sometimes great notion
158,Franny and Zooey,J. D. Salinger,American,1961.0,franny and zooey
3183,Perfume,Patrick Suskind,German,1985.0,perfume
3542,The Last Samurai,Helen DeWitt,American,2000.0,last samurai
2794,The Autobiography of Benjamin Franklin,Benjamin Franklin,American,1771.0,autobiography of benjamin franklin
4549,An American Marriage,Tayari Jones,American,2018.0,american marriage
2599,The Burning Plain and Other Stories,Juan Rulfo,Mexican,1953.0,burning plain and other stories
823,Encyclopedia Britannica,Encyclopedia Britannica,British,1771.0,encyclopedia britannica
80,Revolutionary Road,Richard Yates,American,1961.0,revolutionary road
3047,The Emperor,Ryszard Kapuscinski,Polish,1978.0,emperor
2611,Three Trapped Tigers,Guillermo Cabrera Infante,Cuban,1967.0,three trapped tigers
2614,The Shipyard,Juan Carlos Onetti,Uruguayan,1961.0,shipyard
2639,Peter Pan,J. M. Barrie,British,1902.0,peter pan
2626,The Time of the Hero,Mario Vargas Llosa,Peruvian,1963.0,time of hero
2637,The Garden of the Finzi-Continis,Giorgio Bassani,Italian,1962.0,garden of finzi-continis
2710,Hippolytus,Euripides,Greek,-428.0,hippolytus
223,Riddle of the Sands,Erskine Childers,British,1903.0,riddle of sands
3247,New Grub Street: A Novel,George Gissing,British,1891.0,new grub street
2911,Adolphe,Benjamin Constant,Swiss,1816.0,adolphe
3928,Ada or Ardor,Vladimir Nabokov,American,1969.0,ada or ardor
1557,Oranges are not the only Fruit,Jeanette Winterson,British,1985.0,oranges are not only fruit
4007,The Year of the Death of Ricardo Reis,José Saramago,Portuguese,1984.0,year of death of ricardo reis
739,Jefferson and His Time,Dumas Malone,American,1948.0,jefferson and his time
2750,On the Genealogy of Morality,Friedrich Nietzsche,German,1887.0,on genealogy of morality
868,Henry James,Leon Edel,American,1963.0,henry james
3157,Smilla's Sense of Snow: A Novel,Peter Høeg,Danish,1992.0,smilla's sense of snow
596,The Inheritance of Loss,Kiran Desai,Indian,2006.0,inheritance of loss
2165,Hawaii,James Albert Michener,American,1959.0,hawaii
401,The Collected Stories of William Faulkner,William Faulkner,American,1950.0,collected stories of william faulkner
779,The Abolition of Man,C. S. Lewis,British,1943.0,abolition of man
2347,Mortals,Norman Rush,American,2003.0,mortals
483,Othello,William Shakespeare,British,1603.0,othello
29,Deliverance,James Dickey,American,1970.0,deliverance
3348,The Haunting of Hill House,Shirley Jackson,American,1959.0,haunting of hill house
30,Dog Soldiers,Robert Stone,American,1974.0,dog soldiers
1339,The New York Trilogy,Paul Auster,American,1987.0,new york trilogy
755,The Great War and Modern Memory,Paul Fussell,American,1975.0,great war and modern memory
254,The Postman Always Rings Twice,James M. Cain,American,1934.0,postman always rings twice
3268,Noughts and Crosses,Malorie Blackman,British,2001.0,noughts and crosses
2930,Story of the Eye,Georges Bataille,French,1928.0,story of eye
3359,Memoirs of a Geisha,Arthur Golden,American,1997.0,memoirs of geisha
3114,Aesop's Fables,Aesop,Unknown,-560.0,aesop's fables
2832,The Bluest Eye,Toni Morrison,American,1970.0,bluest eye
380,World's End,T. C. Boyle,American,1987.0,world's end
3236,The Feast of the Goat: A Novel,Mario Vargas Llosa,Peruvian,2000.0,feast of goat
3530,Dept. of Speculation,Jenny Offill,American,2014.0,dept. of speculation
3051,The Princess Bride: An Illustrated Edition of S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,American,1973.0,princess bride
3526,Asymmetry,Lisa Halliday,American,2018.0,asymmetry
2117,The Man in the High Castle,Philip K. Dick,American,1962.0,man in high castle
221,The Diary of a Nobody,"George Grossmith, Weedon Grossmith",British,1892.0,diary of nobody
280,Haroun and the Sea of Stories,Salman Rushdie,British,1990.0,haroun and sea of stories
2899,Miss Lonelyhearts,Nathanael West,American,1933.0,miss lonelyhearts
2457,Eugene Onegin,Alexander Pushkin,Russian,1825.0,eugene onegin
2759,Long Day's Journey Into Night,Eugene O'Neill,American,1956.0,long day's journey into night
2362,Elective Affinities,Johann Wolfgang von Goethe,German,1809.0,elective affinities
2525,Lyrical Ballads,"William Wordsworth, Samuel Taylor Coleridge",British,1798.0,lyrical ballads
2375,Green Henry,Gottfried Keller,Swiss,1855.0,green henry
1161,An Enquiry Concerning Human Understanding,David Hume,Scottish,1748.0,enquiry concerning human understanding
980,The Looming Tower,Lawrence Wright,American,2006.0,looming tower
744,The Open Society,Karl Popper,British,1945.0,open society
3034,The Prophet,Kahlil Gibran,Lebanese,1923.0,prophet
4178,The Fifth Season,N. K. Jemisin,American,2015.0,fifth season
3038,Interview with the Vampire,Anne Rice,American,1976.0,interview with vampire
592,The Blue Flower,Penelope Fitzgerald,British,1997.0,blue flower
81,The Sheltering Sky,Paul Bowles,American,1949.0,sheltering sky
343,The Optimist's Daughter,Eudora Welty,American,1972.0,optimist's daughter
252,Ironweed,William Kennedy,American,1983.0,ironweed
2357,Utopia,Thomas More,British,1516.0,utopia
3055,The Americans,Robert Frank,American,1958.0,americans
1077,The Third Policeman,Flann O'Brien,Irish,1967.0,third policeman
780,Witness,Whittaker Chambers,American,1952.0,witness
781,The Origins of Totalitarianism,Hannah Arendt,German,1951.0,origins of totalitarianism
214,Daniel Deronda,George Eliot,British,1876.0,daniel deronda
831,The Joy of Cooking,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",American,1936.0,joy of cooking
16,The Bridge of San Luis Rey,Thornton Wilder,American,1927.0,bridge of san luis rey
1738,The Seven Pillars of Wisdom,T. E. Lawrence,British,1926.0,seven pillars of wisdom
3395,Mother's Milk,Edward St Aubyn,British,2005.0,mother's milk
2355,Tristan,Gottfried von Strassburg,German,1210.0,tristan
2386,Journals: 1889-1913,André Gide,French,,journals
2367,History of My Life,Giacomo Casanova,Italian,1822.0,history of my life
436,Red Dragon,Thomas Harris,American,1981.0,red dragon
630,Paddy Clarke Ha Ha Ha,Roddy Doyle,Irish,1993.0,paddy clarke ha ha ha
2768,Cancer Ward,Aleksandr Solzhenitsyn,Russian,1967.0,cancer ward
2817,The Faerie Queene,Edmund Spenser,British,1590.0,faerie queene
3750,Platero,Juan Ramón Jiménez,Spanish,1914.0,platero
2755,Kokoro,Sōseki Natsume,Japanese,1914.0,kokoro
4391,Hamnet,Maggie O'Farrell,British,2020.0,hamnet
2724,Romance of the Three Kingdoms,Guanzhong Luo,Chinese,1301.0,romance of three kingdoms
2943,The Fire Next Time,James Baldwin,American,1963.0,fire next time
2914,The Go-Between,L. P. Hartley,British,1953.0,go-between
2944,Rashomon and Seventeen Other Stories,Ryunosuke Akutagawa,Japanese,1915.0,rashomon and seventeen other stories
2767,First Circle,Aleksandr Solzhenitsyn,Russian,1968.0,first circle
880,Rights of Man,Thomas Paine,British,1791.0,rights of man
3039,"Captain Hornblower R.N.: Hornblower and the 'Atropos', The Happy Return, A Ship of the Line",C S Forester,British,1937.0,captain hornblower r.n.
2839,Phaedo,Plato,Greek,-399.0,phaedo
2085,JR,William Gaddis,American,1975.0,jr
2023,The House at Pooh Corner,A. A Milne,British,1928.0,house at pooh corner
2780,Poetics,Aristotle,Greek,-335.0,poetics
2284,Three Essays on the Theory of Sexuality,Sigmund Freud,Austrian,1905.0,three essays on theory of sexuality
1212,Tartuffe,Molière,French,1664.0,tartuffe
400,The Man with the Golden Arm,Nelson Algren,American,1949.0,man with golden arm
1199,Hedda Gabler,Henrik Ibsen,Norwegian,1891.0,hedda gabler
3059,The Sirens of Titan,Kurt Vonnegut,American,1959.0,sirens of titan
1020,Desert Solitaire,Edward Abbey,American,1968.0,desert solitaire
84,The Sot-Weed Factor,John Barth,American,1960.0,sot-weed factor
1108,The George Sand-Gustave Flaubert Letters,Gustave Flaubert,French,1921.0,george sand-gustave flaubert letters
792,The Constitution of Liberty,Friedrich von Hayek,Austrian,1960.0,constitution of liberty
790,Capitalism and Freedom,Milton Friedman,American,1962.0,capitalism and freedom
795,Modern Times,Paul Johnson,British,1983.0,modern times
809,"Capitalism, Socialism, and Democracy",Joseph A. Schumpeter,Austrian,1942.0,"capitalism, socialism, and democracy"
1524,The Fortress of Solitude,Jonathan Lethem,American,2003.0,fortress of solitude
804,The Quest for Community,Robert Nisbet,American,1953.0,quest for community
1088,V,Thomas Pynchon,American,1963.0,v
3402,Decline and Fall,Evelyn Waugh,British,1928.0,decline and fall
2872,Blood and Guts in High School,Kathy Acker,American,1984.0,blood and guts in high school
3405,The Swimming-Pool Library,Alan Hollinghurst,British,1988.0,swimming-pool library
1457,Experience,Martin Amis,British,2000.0,experience
791,"Roll, Jordan, Roll",Eugene Genovese,American,1972.0,"roll, jordan, roll"
796,The Conservative Mind,Russell Kirk,American,1953.0,conservative mind
1081,Correction,Thomas Bernhard,Austrian,1979.0,correction
1928,Brooklyn,Colm Tóibín,Irish,2009.0,brooklyn
3407,Sense and Sensibility,Jane Austen,British,1811.0,sense and sensibility
3408,Excellent Women,Barbara Pym,British,1952.0,excellent women
939,The Death of Artemio Cruz,Carlos Fuentes,Mexican,1962.0,death of artemio cruz
2292,Bonjour Tristesse,Francoise Sagan,French,1954.0,bonjour tristesse
3414,There But For The,Ali Smith,British,2011.0,there but for
3412,The Buddha of Suburbia,Hanif Kureishi,British,1990.0,buddha of suburbia
279,The Book of Laughter and Forgetting,Milan Kundera,Czech,1979.0,book of laughter and forgetting
2341,The Children of Men,P. D. James,British,1992.0,children of men
585,The Accidental Tourist,Anne Tyler,American,1985.0,accidental tourist
3996,A Boy's Own Story,Edmund White,American,1982.0,boy's own story
423,Master and Commander,Patrick O'Brian,British,1969.0,master and commander
2726,The Complete Poetry and Selected Prose of John Donne,John Donne,British,1631.0,complete poetry and selected prose of john donne
2438,House with the Blind Glass Windows,Herbjørg Wassmo,Norwegian,1981.0,house with blind glass windows
1485,The Feminine Mystique,Betty Friedan,American,1963.0,feminine mystique
2407,Simon and the Oaks,Marianne Fredriksson,Swedish,1985.0,simon and oaks
4056,Get Shorty,Elmore Leonard,American,1990.0,get shorty
3031,Diary of a Madman and Other Stories,Xun Lu,Chinese,1918.0,diary of madman and other stories
2327,The Notebooks of Malte Laurids Brigge,Rainer Maria Rilke,German,1910.0,notebooks of malte laurids brigge
2429,The Alberta Trilogy,Cora Sandel,Norwegian,1926.0,alberta trilogy
2437,The Christmas Oratorio,Göran Tunström,Swedish,1983.0,christmas oratorio
2422,The Unknown Soldier,Väinö Linna,Finnish,1954.0,unknown soldier
2433,The Red Room,August Strindberg,Swedish,1879.0,red room
2434,Hemsöborna,August Strindberg,Swedish,1887.0,hemsöborna
3836,The Case of Comrade Tulayev,Victor Serge,French,1949.0,case of comrade tulayev
2400,The Lost Steps,Alejo Carpentier,Cuban,1953.0,lost steps
2416,Barabbas,Par Lagerkvist,Swedish,1950.0,barabbas
2348,Varieties of Disturbance: Stories,Lydia Davis,American,2007.0,varieties of disturbance
2061,Slouching Towards Bethlehem,Joan Didion,American,1968.0,slouching towards bethlehem
312,Andersonville,MacKinlay Kantor,American,1955.0,andersonville
643,Earthly Powers,Anthony Burgess,British,1980.0,earthly powers
1294,Me Talk Pretty One Day,David Sedaris,American,2000.0,me talk pretty one day
542,The Shell Seekers,Rosamunde Pilcher,British,1987.0,shell seekers
2164,The Prince of Tides,Pat Conroy,American,1986.0,prince of tides
2155,Cold Sassy Tree,Olive Ann Burns,American,1984.0,cold sassy tree
2259,East of Eden,John Steinbeck,American,1952.0,east of eden
1410,The Da Vinci Code,Dan Brown,American,2006.0,da vinci code
841,The Waning of the Middle Ages,Johan Huizinga,Dutch,1919.0,waning of middle ages
2674,The Monkey Wrench Gang,Edward Abbey,American,1975.0,monkey wrench gang
2160,Time and Again,Jack Finney,American,1970.0,time and again
2659,Goodbye to Berlin,Christopher Isherwood,British,1939.0,goodbye to berlin
2159,Sula,Toni Morrison,American,1973.0,sula
1949,Sandman,Neil Gaiman,British,1991.0,sandman
763,A Bright Shining Lie,Neil Sheehan,American,1988.0,bright shining lie
1174,Uncle Vanya,Anton Chekhov,Russian,1899.0,uncle vanya
1180,The Theory of the Leisure Class,Thorstein Veblen,American,1899.0,theory of leisure class
1204,Fear and Trembling,Soren Kierkegaard,Danish,1843.0,fear and trembling
2059,The Round House,Louise Erdrich,American,2012.0,round house
2781,Robert Browning's Poetry,Robert Browning,British,1889.0,robert browning's poetry
1201,Little Dorrit,Charles Dickens,British,1857.0,little dorrit
1205,Rameau's Nephew,Denis Diderot,French,1805.0,rameau's nephew
4568,The Silence of the Lambs,Thomas Harris,American,1988.0,silence of lambs
1291,Everything Is Illuminated,Jonathan Safran Foer,American,2002.0,everything is illuminated
2464,Nectar in a Sieve,Kamala Markandaya,Indian,1954.0,nectar in sieve
79,Red Harvest,Dashiell Hammett,American,1929.0,red harvest
827,The Myth of Sisyphus,Albert Camus,French,1942.0,myth of sisyphus
1933,Snow,Orhan Pamuk,Turkish,2002.0,snow
3145,Fragments,Heraclitus,Greek,-475.0,fragments
683,Tree of Smoke,Denis Johnson,American,2007.0,tree of smoke
3690,The Tenant of Wildfell Hall,Anne Brontë,British,1848.0,tenant of wildfell hall
2020,The Devil In The White City,Erik Larson,American,2003.0,devil in white city
2360,Hyperion,Friedrich Holderlin,German,1797.0,hyperion
5351,Demon Copperhead,Barbara Kingsolver,American,2022.0,demon copperhead
633,Last Orders,Graham Swift,British,1996.0,last orders
2012,Goodnight Moon,Margaret Wise Brown,American,1947.0,goodnight moon
3181,The Reader,Bernhard Schlink,German,1995.0,reader
3166,Embers,Sandor Marai,Hungarian,1942.0,embers
3160,Fateless,Imre Kertész,Hungarian,1975.0,fateless
3205,Thousand Cranes,Yasunari Kawabata,Japanese,1952.0,thousand cranes
3872,Saturday Night and Sunday Morning,Alan Sillitoe,British,1958.0,saturday night and sunday morning
4104,Fugitive Pieces,Anne Michaels,Canadian,1996.0,fugitive pieces
2917,The Maias: Episodes from Romantic Life,Eça de Queirós,Portuguese,1888.0,maias
3188,Christ Stopped at Eboli: The Story of a Year,Carlo Levi,Italian,1945.0,christ stopped at eboli
1681,An Essay Concerning Human Understanding,John Locke,British,1690.0,essay concerning human understanding
2358,Simplicius Simplicissimus,Hans Jakob Christoffel von Grimmelshausen,German,1668.0,simplicius simplicissimus
2368,Aus dem Leben eines Taugenichts,Joseph von Eichendorff,German,1826.0,aus dem leben eines taugenichts
3148,Les Enfants Terribles,Jean Cocteau,French,1929.0,les enfants terribles
3176,Jealousy: A Novel,Alain Robbe-Grillet,French,1957.0,jealousy
2366,The Life and Opinions of the Tomcat Murr,E. T. A. Hoffmann,German,1819.0,life and opinions of tomcat murr
2381,The Stechlin,Theodor Fontane,German,1899.0,stechlin
2090,Bring Up the Bodies: A Novel,Hilary Mantel,British,2012.0,bring up bodies
2756,Selected Stories of Lu Hsun,Xun Lu,Chinese,1936.0,selected stories of lu hsun
2390,Krapp's Last Tape,Samuel Beckett,Irish,1958.0,krapp's last tape
3155,Growth of the Soil,Knut Hamsun,Norwegian,1920.0,growth of soil
3189,"If Not Now, When?",Primo Levi,Italian,1982.0,"if not now, when?"
3546,Platform,Michel Houellebecq,French,2002.0,platform
3586,Family Life,Akhil Sharma,Indian,2014.0,family life
3579,1Q84,Haruki Murakami,Japanese,2009.0,1q84
2275,"I, Robot",Isaac Asimov,American,1950.0,"i, robot"
4278,Evicted: Poverty and Profit in the American City,Matthew Desmond,American,2016.0,evicted
2021,The Fault in Our Stars,John Green,American,2012.0,fault in our stars
2254,Ben-Hur,Lew Wallace,American,1880.0,ben-hur
2479,Annie John,Jamaica Kincaid,Antiguan,1985.0,annie john
2262,Gaudy Night,Dorothy L Sayers,British,1935.0,gaudy night
733,Eminent Victorians,Lytton Strachey,British,1918.0,eminent victorians
582,The Transit of Venus,Shirley Hazzard,Australian,1980.0,transit of venus
2489,What Is the What,Dave Eggers,American,2006.0,what is what
4157,Oryx and Crake,Margaret Atwood,Canadian,2003.0,oryx and crake
2271,Lost Horizon,James Hilton,British,1933.0,lost horizon
4224,Drive Your Plow Over the Bones of the Dead,Olga Tokarczuk,Polish,2009.0,drive your plow over bones of dead
3282,Long Walk to Freedom: The Autobiography of Nelson Mandela,Nelson Mandela,South African,1995.0,long walk to freedom
3455,Testament Of Youth,Vera Brittain,British,1933.0,testament of youth
1142,Winter's Tale,Mark Helprin,American,1983.0,winter's tale
1685,A Dictionary of the English Language,Samuel Johnson,,1755.0,dictionary of english language
3218,Professor Unrat,Heinrich Mann,German,1905.0,professor unrat
1216,Institutes of the Christian Religion,John Calvin,French,1536.0,institutes of christian religion
507,We Wish to Inform You That Tomorrow We Will Be Killed With Our Families: Stories from Rwanda,Philip Gourevitch,American,1998.0,we wish to inform you that tomorrow we will be killed with our families
3215,Effi Briest,Theodor Fontane,German,1896.0,effi briest
3095,The African Child,Camara Laye,Guinean,1953.0,african child
1525,Jonathan Strange and Mr Norrell,Susanna Clarke,British,2004.0,jonathan strange and mr norrell
962,Common Ground,J. Anthony Lukas,American,1985.0,common ground
1215,The Praise of Folly,Erasmus,Dutch,1509.0,praise of folly
2584,Omeros,Derek Walcott,Saint Lucian,1990.0,omeros
3016,The Short Stories of F. Scott Fitzgerald,F. Scott Fitzgerald,American,1940.0,short stories of f. scott fitzgerald
4166,Station Eleven,Emily St John Mandel,Canadian,2014.0,station eleven
3558,Citizen: An American Lyric,Claudia Rankine,American,2014.0,citizen
1321,Howl and Other Poems,Allen Ginsberg,American,1956.0,howl and other poems
3729,The Island of Doctor Moreau,H. G. Wells,British,1896.0,island of doctor moreau
1247,Narrative of the Life of Frederick Douglass,Frederick Douglass,American,1845.0,narrative of life of frederick douglass
2782,Life Is a Dream,Pedro Calderón de la Barca,Spanish,1635.0,life is dream
1268,Hell's Angels,Hunter S. Thompson,American,1965.0,hell's angels
3033,Mason & Dixon,Thomas Pynchon,American,1997.0,mason & dixon
3123,Collected Poems,Stéphane Mallarmé,French,1898.0,collected poems
2774,Lazarillo de Tormes,,Spanish,1554.0,lazarillo de tormes
2646,Manon Lescaut,Abbe Prevost,French,1731.0,manon lescaut
4341,The Snowy Day,Ezra Jack Keats,American,1962.0,snowy day
3403,The Passion,Jeanette Winterson,British,1987.0,passion
340,The Fixer,Bernard Malamud,American,1966.0,fixer
3152,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,Norwegian,1991.0,sophie's world
2830,The Importance of Being Earnest,Oscar Wilde,Irish,1895.0,importance of being earnest
2343,The Glass Bead Game,Hermann Hesse,German,1943.0,glass bead game
4318,The Cat in the Hat,Dr. Seuss,American,1957.0,cat in hat
267,Mrs Palfrey at the Claremont,Elizabeth Taylor,British,1971.0,mrs palfrey at claremont
2401,The Lady with the Dog,Anton Chekhov,Russian,1899.0,lady with dog
4542,The Song of Achilles,Madeline Miller,American,2011.0,song of achilles
3673,The Adventures of Caleb Williams,William Godwin,British,1794.0,adventures of caleb williams
3420,Of Love and Shadows,Isabel Allende,Chilean,1984.0,of love and shadows
3161,A Tomb for Boris Davidovich,Danilo Kiš,Serbian,1976.0,tomb for boris davidovich
4039,Nervous Conditions,Tsitsi Dangarembga,Zimbabwean,1988.0,nervous conditions
3979,Burger's Daughter,Nadine Gordimer,South African,1979.0,burger's daughter
311,A Fable,William Faulkner,American,1954.0,fable
3675,The Monk,Matthew Lewis,British,1796.0,monk
3415,God's Bits of Wood,Ousmane Sembène,Senegalese,1960.0,god's bits of wood
3180,The Rings of Saturn,W. G. Sebald,German,1998.0,rings of saturn
627,The Famished Road,Ben Okri,Nigerian,1991.0,famished road
4243,The Far Pavilions,M. M. Kaye,British,1978.0,far pavilions
2973,A Modest Proposal and Other Satirical Works,Jonathan Swift,Irish,1729.0,modest proposal and other satirical works
3980,A Dry White Season, Andre Brink,South African,1979.0,dry white season
4015,Hawksmoor,Peter Ackroyd,British,1985.0,hawksmoor
3173,Soul and Other Stories,Andrey Platonov,Russian,1936.0,soul and other stories
3769,Chaka, Thomas Mofolo,South African,1925.0,chaka
3436,Between the World and Me,Ta-Nehisi Coates,American,2015.0,between world and me
699,Aspects of the Novel,E. M. Forster,British,1927.0,aspects of novel
704,Notes of a Native Son,James Baldwin,American,1955.0,notes of native son
706,An American Dilemma,Gunnar Myrdal,Swedish,1944.0,american dilemma
480,Blindness,José Saramago,Portuguese,1998.0,blindness
21,The Confessions of Nat Turner,William Styron,American,1967.0,confessions of nat turner
713,The Making of the English Working Class,E. P. Thompson,British,1963.0,making of english working class
2707,Flicker,Theodore Roszak,American,1991.0,flicker
275,The BFG,Roald Dahl,British,1982.0,bfg
2685,The Black Prince,Iris Murdoch,British,1973.0,black prince
2041,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,American,2010.0,emperor of all maladies
513,What We Talk About When We Talk About Love,Raymond Carver,American,1981.0,what we talk about when we talk about love
2266,Misery,Stephen King,American,1987.0,misery
240,Zuleika Dobson,Max Beerbohm,British,1911.0,zuleika dobson
765,This Boy's Life,Tobias Wolff,American,1989.0,this boy's life
3280,The Girl with the Dragon Tattoo,Stieg Larsson,Swedish,2005.0,girl with dragon tattoo
2834,Daisy Miller,Henry James,American,1878.0,daisy miller
3138,A Sand County Almanac,Aldo Leopold,American,1949.0,sand county almanac
360,Independence Day,Richard Ford,American,1995.0,independence day
651,Them,Joyce Carol Oates,American,1969.0,them
306,Tales of the South Pacific,James A. Michener,American,1947.0,tales of south pacific
4396,Say Nothing,Patrick Radden Keefe,American,2019.0,say nothing
1318,Man's Search for Meaning,Victor Frankl,Austrian,1984.0,man's search for meaning
3139,Small Is Beautiful: Economics as if People Mattered,E. F. Schumacher,British,1973.0,small is beautiful
1500,I Ching,China,Chinese,-1400.0,i ching
365,Empire Falls,Richard Russo,American,2001.0,empire falls
689,Up from Slavery,Booker T. Washington,American,1901.0,up from slavery
1091,Little Disturbances,Grace Paley,American,1959.0,little disturbances
2627,Aunt Julia and the Scriptwriter,Mario Vargas Llosa,Peruvian,1977.0,aunt julia and scriptwriter
4067,The Butcher Boy, Patrick McCabe,Irish,1992.0,butcher boy
4570,Goodnight Moon,Clement Hurd,American,1947.0,goodnight moon
399,Netherland,Joseph O'Neill,Irish,2009.0,netherland
2947,The Marriage Of Cadmus And Harmony,Roberto Calasso,Italian,1988.0,marriage of cadmus and harmony
526,The Mismeasure of Man,Stephen Jay Gould,American,1981.0,mismeasure of man
824,Up in the Old Hotel,Joseph Mitchell,American,1992.0,up in old hotel
3679,Castle Rackrent,Maria Edgeworth,British,1800.0,castle rackrent
2277,Froth on the daydream,Boris Vian,French,1947.0,froth on daydream
233,Studs Lonigan,James T. Farrell,American,1932.0,studs lonigan
671,Mating,Norman Rush,American,1990.0,mating
2667,The Thinking Reed,Rebecca West,British,1936.0,thinking reed
1355,Being and Nothingness,Jean Paul Sartre,French,1943.0,being and nothingness
504,Children of Crisis,Robert Coles,American,1967.0,children of crisis
