id,title,authors,countries,first_year_published,Title
770,The American Political Tradition,Richard Hofstadter,American,1948.0,american political tradition
4916,Born Twice,Giuseppe Pontiggia,Italian,2000.0,born twice
4948,The Confession; Liberation Movements,Olen Steinhauer,American,,confession; liberation movements
4920,Varieties Of Exile,Mavis Gallant,Canadian,2003.0,varieties of exile
4911,The Debt To Pleasure,John Adlard,British,1974.0,debt to pleasure
4931,Rails Under My Back,Jeffery Renard Allen,American,2000.0,rails under my back
4929,Samedi The Deafness,Jesse Ball,American,2007.0,samedi deafness
4928,Desertion,Abdulrazak Gurnah,Tanzanian,,desertion
4910,Texaco,Patrick Chamoiseau,Martinican,1992.0,texaco
4908,Kalimantaan,C. S. Godshalk,American,1998.0,kalimantaan
4909,Sepharad,Antonio Muñoz Molina,Spanish,2001.0,sepharad
4946,Shipwrecks,Akira Yoshimura,Japanese,1996.0,shipwrecks
4939,Rampart Street,David Fulmer,American,2002.0,rampart street
3130,The Dancing Wu Li Masters,Gary Zukav,American,1979.0,dancing wu li masters
4956,Vanishing Point,David Markson,American,1988.0,vanishing point
4915,Out Of Sheer Rage,Geoff Dyer,British,1997.0,out of sheer rage
4944,The Amalgamation Polka,"Wright, Stephen",American,2006.0,amalgamation polka
4927,Seminary Boy,John Cornwell,British,2006.0,seminary boy
4924,Mariette In Ecstasy,Ron Hansen,American,1991.0,mariette in ecstasy
4955,The Last Novel,David Markson,American,2007.0,last novel
4925,A Relative Stranger,Charles Baxter,American,,relative stranger
4941,Drama City,George P. Pelecanos,American,2005.0,drama city
4907,Suzy Zeus Gets Organized,Maggie Robbins,American,,suzy zeus gets organized
4906,Dominion,Calvin Baker,American,2006.0,dominion
774,The Taming of Chance,Ian Hacking,Canadian,1990.0,taming of chance
4914,Meteor In The Madhouse,Leon Forrest,American,2001.0,meteor in madhouse
4919,Oh Pure And Radiant Heart,Lydia Millet,American,2005.0,oh pure and radiant heart
771,Contours of American History,William Appleman Williams,American,1961.0,contours of american history
4942,Last Night,James Salter,American,2004.0,last night
776,Melbourne,David Cecil,British,1954.0,melbourne
4940,The Wife,Meg Wolitzer,American,2003.0,wife
4917,Winner Of The National Book Award,Jincy Willett,American,,winner of national book award
5877,The Tragedy Of Y,Ellery Queen,Unknown,1932.0,tragedy of y
4923,Transmission,Hari Kunzru,British,2004.0,transmission
3131,Entropy,"Jeremy Rifkin, Ted Howard",American,,entropy
3134,Free to Choose: A Personal Statement,"Milton Friedman, Rose Friedman",American,1980.0,free to choose
4952,We Pierce,Andrew Huebner,American,2003.0,we pierce
4921,Grief,Andrew Holleran,American,1977.0,grief
772,The Promise of American Life,Herbert Croly,American,1909.0,promise of american life
4949,Prairie Gothic,J.M. Hayes,American,,prairie gothic
4926,The Extra Man,Jonathan Ames,American,1998.0,extra man
775,Operating Instructions,Anne Lamott,American,1994.0,operating instructions
3136,How Democracies Perish,Jean François Revel,French,1983.0,how democracies perish
4951,The Teahouse Fire,Ellis Avery,American,2006.0,teahouse fire
4943,Banishing Verona,Margot Livesey,British,2004.0,banishing verona
5653,We Need To Talk About Kevin,Lionel Shriver,American,2003.0,we need to talk about kevin
4954,Nice Big American Baby,Judy Budnitz,American,2005.0,nice big american baby
2662,Under Western Eyes,Joseph Conrad,British,1911.0,under western eyes
6366,The Book Of Evidence 1988,John Banville,Irish,1989.0,book of evidence 1988
6367,Tarry Flynn,Patrick Kavanagh,,1960.0,tarry flynn
6368,How Many Miles To Babylon?,Jennifer Johnston,Irish,1974.0,how many miles to babylon?
6369,The Land Of Spices,Kate O'Brien,Irish,1995.0,land of spices
3140,Anecdotes of Destiny,Isak Dinesen,Danish,1958.0,anecdotes of destiny
6370,The Barracks,John McGahern,Irish,1963.0,barracks
6372,Reading In The Dark,Seamus Deane,Irish,1996.0,reading in dark
3141,Tales from the Kathasaritsagara,Somadeva,Indian,1070.0,tales from kathasaritsagara
6371,The Woman Who Walked Into Doors,Roddy Doyle,Irish,1996.0,woman who walked into doors
2664,Far Tortuga,Peter Matthiessen,American,1875.0,far tortuga
6373,The Captains And The Kings,Jennifer Johnston,Unknown,1972.0,captains and kings
6376,December Bride,Sam Hanna Bell,Unknown,1956.0,december bride
2665,The Iron Heel,Jack London,American,1908.0,iron heel
6375,The South,Colm Toibin,Irish,,south
6374,Good Behaviour,Molly Keane,Irish,1981.0,good behaviour
6378,The Emperor Of Ice Cream,Brian Moore,Irish,1965.0,emperor of ice cream
2666,Nothing Like the Sun,Anthony Burgess,British,1964.0,nothing like sun
6380,The Charwomen's Daughter,James Stephens,Irish,1912.0,charwomen's daughter
6381,The Parts,Keith Ridgway,Unknown,2003.0,parts
2669,The Indian Lawyer,James Welch,Native American,1990.0,indian lawyer
2668,Beat the Devil,Claud Cockburn,British,1951.0,beat devil
6379,Death And Nightingales,Eugene McCabe,Unknown,1992.0,death and nightingales
6377,The Real Charlotte,Somerville and Ross,Irish,1894.0,real charlotte
6386,Esther Waters,George Moore,English,1894.0,esther waters
2672,Light Years,James Salter,American,1976.0,light years
2670,The White Hotel,D. M. Thomas,British,1981.0,white hotel
6384,Birchwood 1973,John Banville,Unknown,1973.0,birchwood 1973
2673,The Almanac of the Dead,Leslie Marmon Silko,American,1991.0,almanac of dead
6389,The Birds Of The Innocent Wood,Deirdre Madden,Unknown,,birds of innocent wood
6385,A Drama In Muslin,George Moore,Unknown,,drama in muslin
2677,A Feast of Snakes,Harry Crews,American,1976.0,feast of snakes
6382,"Black List, Section H",Francis Stuart,Unknown,1971.0,"black list, section h"
2671,The Ordeal of Gilbert Pinfold,Evelyn Waugh,British,1957.0,ordeal of gilbert pinfold
6388,The Black Prophet,William Carleton,Irish,1847.0,black prophet
6383,The Banyan Tree,Christopher Nolan,Unknown,,banyan tree
2676,Novel on Yellow Paper,Stevie Smith,British,1936.0,novel on yellow paper
6387,The Big Chapel,Thomas Kilroy,Irish,1980.0,big chapel
6390,Surrogate City,Hugo Hamilton,Unknown,1990.0,surrogate city
6391,Love And Sleep,Sean O'Reilly,Unknown,,love and sleep
2678,Vida,Marge Piercy,American,1975.0,vida
2688,An American Dream,Norman Mailer,American,1965.0,american dream
2687,The Killer Inside Me,Jim Thompson,American,1952.0,killer inside me
2686,Julian,Gore Vidal,American,1964.0,julian
1950,Clockers,Richard Price,American,1992.0,clockers
2694,Ray,Barry Hannah,American,1980.0,ray
2691,Matterhorn,Karl Marlantes,American,2009.0,matterhorn
2695,Tripmaster Monkey,Maxine Hong Kingston,American,1989.0,tripmaster monkey
2681,Animal Dreams,Barbara Kingsolver,American,1990.0,animal dreams
3144,The Storyteller,Mario Vargas Llosa,Peruvian,1987.0,storyteller
2679,A Place of Greater Safety,Hilary Mantel,British,1992.0,place of greater safety
179,O Pioneers!,Willa Cather,American,1913.0,o pioneers!
3142,The Manuscript Found in Saragossa,Jan Potocki,Polish,1805.0,manuscript found in saragossa
182,The Bostonians,Henry James,American,1886.0,bostonians
183,This Side of Paradise,F. Scott Fitzgerald,American,1920.0,this side of paradise
188,Where Angels Fear to Tread,E. M. Forster,British,1905.0,where angels fear to tread
2700,Mr. American,George MacDonald Fraser,British,1980.0,mr. american
2220,Parliament of Whores,P. J. O'Rourke,American,1991.0,parliament of whores
2226,Taking the World in for Repairs,Richard Selzer,American,1986.0,taking world in for repairs
2213,Enthusiasms,Bernard Levin,British,1983.0,enthusiasms
2214,Masscult and Midcult: Essays Against the American Grain,Dwight Macdonald,American,1962.0,masscult and midcult
2210,House,Tracy Kidder,American,1985.0,house
2205,The Big Sea,Langston Hughes,American,1940.0,big sea
2231,Self-Consciousness,John Updike,American,1989.0,self-consciousness
2224,Hunger of Memory,Richard Rodriguez,American,1982.0,hunger of memory
2701,The Dogs of March,Ernest Hebert,American,1979.0,dogs of march
2234,One Man's Meat,E. B. White,American,1944.0,one man's meat
2704,The King Must Die,Mary Renault,British,1958.0,king must die
2198,Ever Since Darwin: Reflections in Natural History,Stephen Jay Gould,American,1977.0,ever since darwin
2703,Sleeping Beauty,Ross Macdonald,American,1973.0,sleeping beauty
2188,Recollected Essays,Wendell Berry,American,1981.0,recollected essays
3146,At Play in the Fields of the Lord,Peter Matthiessen,American,1965.0,at play in fields of lord
2190,Little Wilson and Big God,Anthony Burgess,British,1986.0,little wilson and big god
2202,The Edward Hoagland Reader,Edward Hoagland,American,1979.0,edward hoagland reader
2699,Two Serious Ladies,Jane Bowles,American,1946.0,two serious ladies
4571,An American Childhood,Annie Dillard,American,1987.0,american childhood
2708,Greenmantle,John Buchan,British,1916.0,greenmantle
2207,Collected essays,Aldous Huxley,British,1958.0,collected essays
2221,My Kind of Place,Susan Orlean,American,2004.0,my kind of place
2230,My Life and Hard Times,James Thurber,American,1933.0,my life and hard times
2698,Machine Dreams,Jayne Anne Phillips,American,1984.0,machine dreams
2219,The Names,N. Scott Momaday,American,1976.0,names
2705,The House Of Splendid Isolation,Edna O'Brien,Irish,1994.0,house of splendid isolation
2217,Mencken Chrestomathy,H. L. Mencken,American,1949.0,mencken chrestomathy
2195,Crazy Salad: Some Things about Women,Nora Ephron,American,1975.0,crazy salad
2215,Coming into the Country,John McPhee,American,1976.0,coming into country
2212,Blue Highways: A Journey into America,William Least Heat-Moon,American,1982.0,blue highways
2204,Farewell to Manzanar,"Jeanne Wakatsuki Houston, James D. Houston",American,1973.0,farewell to manzanar
2208,Reliable Essays: The Best of Clive James,Clive James,British,2001.0,reliable essays
2225,Picture,Lillian Ross,American,1952.0,picture
2193,The Solace of Open Spaces,Gretel Ehrlich,American,1986.0,solace of open spaces
2191,The Water Is Wide,Pat Conroy,American,1972.0,water is wide
2228,Travels with Charley,John Steinbeck,American,1962.0,travels with charley
2203,The True Believer,Eric Hoffer,American,1951.0,true believer
4572,Metaphor and Memory,Cynthia Ozick,American,1989.0,metaphor and memory
2168,The Claw Of The Conciliator,Gene Wolfe,American,1981.0,claw of conciliator
2196,Snobbery: The American Version,Joseph Epstein,American,2002.0,snobbery
2702,The Deceivers,John Masters,British,1952.0,deceivers
2232,The Wordy Shipmates,Sarah Vowell,American,2008.0,wordy shipmates
2233,In Search of Our Mothers' Gardens: Prose,Alice Walker,American,1983.0,in search of our mothers' gardens
2227,Changing My Mind: Occasional Essays,Zadie Smith,British,2009.0,changing my mind
2706,Lucy,Jamaica Kincaid,Antiguan,1990.0,lucy
2199,A Drinking Life: A Memoir,Pete Hamill,American,1994.0,drinking life
2194,The Immense Journey,Loren Eiseley,American,1957.0,immense journey
2209,A Walker in the City,Alfred Kazin,American,1951.0,walker in city
2216,Whoredom in Kimmage,Rosemary Mahoney,American,1993.0,whoredom in kimmage
3343,I Wish Someone Were Waiting for Me Somewhere,Anna Gavalda,French,2003.0,i wish someone were waiting for me somewhere
2121,Sea of Poppies,Amitav Ghosh,Indian,2008.0,sea of poppies
2122,Mountains Beyond Mountains: One doctor's quest to heal the world,Tracy Kidder,American,2003.0,mountains beyond mountains
554,Good Omens,"Terry Pratchett, Neil Gaiman",British,1990.0,good omens
2126,Hard-Boiled Wonderland and the End of the World,Haruki Murakami,Japanese,1985.0,hard-boiled wonderland and end of world
2127,"Raise High the Roof Beam, Carpenters: And, Seymour, an Introduction",J. D. Salinger,American,1963.0,"raise high roof beam, carpenters"
2128,Shadow & Claw,Gene Wolfe,American,1980.0,shadow & claw
2139,Jayber Crow,Wendell Berry,American,2000.0,jayber crow
1379,Dealing With Dragons,Patricia C. Wrede,American,1990.0,dealing with dragons
2138,Been Down So Long it Looks Like Up to Me,Richard Fariña,American,1966.0,been down so long it looks like up to me
2136,You Shall Know Our Velocity,Dave Eggers,American,2002.0,you shall know our velocity
1034,Freedom,Orlando Patterson,Jamaican,1991.0,freedom
1010,Medical Apartheid,Harriet A. Washington,American,2007.0,medical apartheid
4382,"The Undying: Pain, vulnerability, mortality, medicine, art, time, dreams, data, exhaustion, cancer, and care",Anne Boyer,American,2019.0,undying
313,The Travels of Jaimie McPheeters,Robert Lewis Taylor,American,1958.0,travels of jaimie mcpheeters
1623,Paul Revere and the World He Lived In,Esther Forbes,American,1942.0,paul revere and world he lived in
1864,Son of the Wilderness,Linnie Marsh Wolfe,American,1946.0,son of wilderness
1508,The Most Famous Man in America,Debby Applegate,American,2007.0,most famous man in america
1030,Mistress to an Age: A Life of Madame De Stael,J. Christopher Herold,Unknown,1958.0,mistress to age
5374,A Promised Land,Barack Obama,American,2020.0,promised land
1843,Barrett Wendell and His Letters,M. A. Dewolfe Howe,American,1925.0,barrett wendell and his letters
1058,Original Meanings,Jack N. Rakove,American,1997.0,original meanings
314,Advise and Consent,Allen Drury,American,1959.0,advise and consent
3435,"Age of Ambition: Chasing Fortune, Truth, and Faith in the New China",Evan Osnos,American,2014.0,age of ambition
618,Staying On,Paul Scott,British,1977.0,staying on
403,The Field of Vision,Wright Morris,American,1956.0,field of vision
2934,The Shock of the New,Robert Hughes,Australian,1980.0,shock of new
986,Munich: The Price of Peace,Telford Taylor,American,1979.0,munich
1902,Jackson Pollock: An American Saga,"Steven Naifeh, Gregory White Smith",American,1989.0,jackson pollock
1903,Fortunate Son: The Autobiography of Lewis B. Puller Jr.,Lewis B. Puller,American,1991.0,fortunate son
1908,Personal History,Katharine Graham,American,1997.0,personal history
1889,"O'Neill, Son and Artist",Louis Sheaffer,American,1974.0,"o'neill, son and artist"
1896,The Life and Times of Cotton Mather,Kenneth Silverman,American,1984.0,life and times of cotton mather
1886,"Robert Frost: The Years of Triumph, 1915–1938",Lawrence Thompson,American,1971.0,robert frost
1883,Memoirs,George Frost Kennan,American,1968.0,memoirs
960,The Social Transformation of American Medicine,Paul Starr,American,1982.0,social transformation of american medicine
1875,George Washington,Douglas Southall Freeman,American,1957.0,george washington
2036,Tinkers,Paul Harding,American,2009.0,tinkers
1871,Edmund Pendleton 1721–1803,David J. Mays,American,1952.0,edmund pendleton 1721–1803
1869,John C. Calhoun: American Portrait,Margaret Louise Coit,American,1951.0,john c. calhoun
1859,Johnathan Edward,Ola Elizabeth Winslow,American,1941.0,johnathan edward
1853,The Thought and Character of William James,Ralph Barton Perry,American,1935.0,thought and character of william james
1842,From Immigrant to Inventor,Michael I. Pupin,American,1924.0,from immigrant to inventor
1513,W.E.B. Du Bois: The Fight for Equality and The American Century,David Levering Lewis,American,2001.0,w.e.b. du bois
5449,Man Gone Down,Michael Thomas,American,2007.0,man gone down
5528,The New Animals,Pip Adam,New Zealand,2017.0,new animals
5371,Homeland Elegies,Ayad Akhtar,American,2020.0,homeland elegies
3437,Stamped from the Beginning: The Definitive History of Racist Ideas in America,Ibram X. Kendi,American,2016.0,stamped from beginning
1826,Lamy of Santa Fe,Paul Horgan,American,1975.0,lamy of santa fe
1054,Founding Brothers: The Revolutionary Generation,Joseph Ellis,American,2000.0,founding brothers
292,Scarlet Sister Mary,Julia Peterkin,American,1928.0,scarlet sister mary
4273,Barbarian Days: A Surfing Life,William Finnegan,American,2015.0,barbarian days
1837,"Benjamin Franklin, Self-Revealed",William Cabell Bruce,American,1917.0,"benjamin franklin, self-revealed"
1055,Freedom From Fear: The American People,David M. Kennedy,American,1999.0,freedom from fear
660,Blood Tie,Mary Lee Settle,American,1977.0,blood tie
1630,"The Old Northwest, Pioneer Period 1815-1840",R. Carlyle Buley,American,1951.0,"old northwest, pioneer period 1815-1840"
300,The Late George Apley,John P. Marquand,American,1937.0,late george apley
1822,Roosevelt: The Soldier Of Freedom,James MacGregor Burns,American,1970.0,roosevelt
1814,"The Triumphant Empire: Thunder-Clouds Gather in the West, 1763-1766",Lawrence H. Gipson,American,1962.0,triumphant empire
1823,Neither Black Nor White,Carl N. Degler,American,1972.0,neither black nor white
971,Ashes to Ashes,Richard Kluger,American,1996.0,ashes to ashes
1536,History of the American Frontier,Frederic L. Paxson,American,1924.0,history of american frontier
1026,The Measure of Man,Joseph Wood Krutch,American,1954.0,measure of man
309,The Town,Conrad Richter,American,1950.0,town
2040,The Dead Hand: The Untold Story of the Cold War Arms Race and Its Dangerous Legacy,David Hoffman,American,2009.0,dead hand
1065,In Our Image: America's Empire in the Philippines,Stanley Karnow,American,1989.0,in our image
379,Soldiers in Hiding,Richard Wiley,American,1987.0,soldiers in hiding
1631,The Uprooted,Oscar Handlin,American,1952.0,uprooted
4277,Black Flags: The Rise of ISIS,Joby Warrick,American,2015.0,black flags
2048,Embers of War: The Fall of an Empire and the Making of America's Vietnam,Fredrik Logevall,American,2012.0,embers of war
1059,William Cooper's Town,Alan Taylor,American,1995.0,william cooper's town
5545,The Vintner's Luck,Elizabeth Knox,New Zealand,1998.0,vintner's luck
588,The Middleman and Other Stories,Bharati Mukherjee,Indian,1988.0,middleman and other stories
1901,Machiavelli in Hell,Sebastian de Grazia,American,1989.0,machiavelli in hell
1867,Roosevelt and Hopkins,Robert E. Sherwood,American,1949.0,roosevelt and hopkins
1627,Across the Wide Missouri,Bernard DeVoto,American,1947.0,across wide missouri
3390,"Brother, I'm Dying",Edwidge Danticat,Haitian,2007.0,"brother, i'm dying"
1850,Theodore Roosevelt,Henry F. Pringle,American,1932.0,theodore roosevelt
998,The Rape of Europa,Lynn Nicholas,American,1995.0,rape of europa
1633,Great River: The Rio Grande in North American History,Paul Horgan,American,1955.0,great river
1634,Banks and Politics in America,Bray Hammond,American,1957.0,banks and politics in america
1852,John Hay,Tyler Dennett,American,1933.0,john hay
1884,The Man From New York: John Quinn and His Friends,Benjamin Lawrence Reid,American,1969.0,man from new york
1835,Voyagers to the West: A Passage in the Peopling of America on the Eve of the Revolution,Bernard Bailyn,American,1987.0,voyagers to west
5532,Rangatira,Paula Morris,New Zealand,2011.0,rangatira
1848,The Raven,Marquis James,American,1930.0,raven
2050,Binocular Vision,Edith Pearlman,American,2011.0,binocular vision
1846,The American Orchestra and Theodore Thomas,Charles Edward Russell,American,1927.0,american orchestra and theodore thomas
1841,The Life and Letters of Walter H. Page,Burton J. Hendrick,American,1923.0,life and letters of walter h. page
615,Holiday,Stanley Middleton,British,1974.0,holiday
369,March,Geraldine Brooks,American,2005.0,march
291,Early Autumn,Louis Bromfield,American,1926.0,early autumn
1031,The Course of American Democracy,Robert V. Remini,American,1984.0,course of american democracy
1535,The American Revolution: A Constitutional Interpretation,Charles Howard McIlwain,American,1924.0,american revolution
1009,Rough Crossings,Simon Schama,British,2005.0,rough crossings
1845,Whitman,Emory Holloway,American,1927.0,whitman
373,How German Is It,Walter Abish,American,1981.0,how german is it
4380,Sweet Taste of Liberty: A True Story of Slavery and Restitution in America,W. Caleb McDaniel,American,2019.0,sweet taste of liberty
288,The Able McLaughlins,Margaret Wilson,American,1923.0,able mclaughlins
1507,Eden's Outcasts,Jon Matteson,American,2008.0,eden's outcasts
1833,Prophets of Regulation,Thomas K. McCraw,American,1984.0,prophets of regulation
4265,The Testaments,Margaret Atwood,Canadian,2019.0,testaments
5531,The Big Music,Kirsty Gunn,New Zealand,2012.0,big music
4379,Sontag: Her Life and Work,Benjamin Moser,American,2019.0,sontag
286,Alice Adams,Booth Tarkington,American,1921.0,alice adams
1824,People of Paradox,Michael Kammen,American,1973.0,people of paradox
357,A Good Scent from a Strange Mountain,Robert Olen Butler,American,1992.0,good scent from strange mountain
5544,Harlequin Rex,Owen Marshall,New Zealand,1999.0,harlequin rex
5548,Zoology,Sheridan Keith​,Unknown,,zoology
5534,As The Earth Turns Silver,Alison Wong,New Zealand,2009.0,as earth turns silver
1618,The Road to Reunion,Paul Herman Buck,American,1900.0,road to reunion
5546,Live Bodies,Maurice Gee,New Zealand,,live bodies
1831,"American Education: The National Experience, 1783-1876",Lawrence A. Cremin,American,1981.0,american education
298,Now in November,Josephine Winslow Johnson,American,1934.0,now in november
1637,Between War and Peace: The Potsdam Conference,Herbert Feis,American,1960.0,between war and peace
5538,Blindsight,Maurice Gee,New Zealand,1995.0,blindsight
2927,The Complete Fairy Tales of Charles Perrault,Charles Perrault,French,1703.0,complete fairy tales of charles perrault
649,The Eighth Day,Thornton Wilder,American,1967.0,eighth day
667,Paco's Story,Larry Heinemann,American,1986.0,paco's story
1506,American Lion: Andrew Jackson in the White House,Jon Matteson,American,2009.0,american lion
1851,Grover Cleveland,Allan Nevins,American,1934.0,grover cleveland
1844,The Life of Sir William Osler,Harvey Cushing,American,1925.0,life of sir william osler
1514,Vera,Stacy Schiff,American,2000.0,vera
1005,Double Fold: Libraries and the Assault on Paper,Nicholson Baker,American,2001.0,double fold
5527,This Mortal Boy,Fiona Kidman,New Zealand,2018.0,this mortal boy
5526,Auē,Becky Manawatu,New Zealand,,auē
1612,My Experiences in the World War,John J. Pershing,American,1932.0,my experiences in world war
1879,John Keats,Walter Jackson Bate,American,1964.0,john keats
1037,How We Die: Reflections on Life's Final Chapter,Sherwin B. Nuland,American,1994.0,how we die
1888,Luce and His Empire,W. A. Swanberg,American,1973.0,luce and his empire
1832,"The Transformation of Virginia, 1740-1790",Rhys L. Isaac,American,1983.0,"transformation of virginia, 1740-1790"
925,Fire in the Lake,Frances FitzGerald,American,1972.0,fire in lake
1636,In the Days of McKinley,Margaret Leech,American,1960.0,in days of mckinley
5372,The Vanishing Half,Brit Bennett,American,2020.0,vanishing half
958,The Soul of a New Machine,Tracy Kidder,American,1981.0,soul of new machine
1635,The Republican Era: 1869-1901,"Leonard D. White, Jean Schneider",American,1959.0,republican era
991,War Without Mercy,John W. Dower,American,1986.0,war without mercy
406,The Waters of Kronos,Conrad Richter,American,1960.0,waters of kronos
1064,A Midwife's Tale,Laurel Thatcher Ulrich,American,1990.0,midwife's tale
4272,The Pope and Mussolini,David I. Kertzer,American,2014.0,pope and mussolini
923,The Rising Sun,John Toland,American,1970.0,rising sun
918,Wandering Through Winter,Edwin Way Teale,American,1965.0,wandering through winter
4395,Directorate S: The C.I.A. and America's Secret Wars in Afghanistan and Pakistan,Steve Coll,American,2017.0,directorate s
1815,"Washington, Village and Capital, 1800-1878",Constance McLaughlin Green,American,1963.0,"washington, village and capital, 1800-1878"
1625,Unfinished Business,Stephen Bonsal,American,2004.0,unfinished business
1626,Scientists Against Time,James Phinney Baxter III,American,1947.0,scientists against time
1620,Abraham Lincoln: The War Years,Carl Sandburg,American,1939.0,abraham lincoln
1614,The People's Choice,Herbert Agar,American,1933.0,people's choice
5353,Trust,Hernán Díaz,Chilean,2019.0,trust
974,Hirohito and the Making of Modern Japan,Herbert P. Bix,American,2000.0,hirohito and making of modern japan
1613,The Significance of Sections in American History,Frederick J. Turner,American,1933.0,significance of sections in american history
1610,The War of Independence,Claude H. Van Tyne,American,1929.0,war of independence
1897,Louise Bogan: A Portrait,Elizabeth Frank,American,1986.0,louise bogan
3537,Less,Andrew Sean Greer,American,2017.0,less
377,The Barracks Thief,Tobias Wolff,American,1984.0,barracks thief
310,The Caine Mutiny,Herman Wouk,American,1951.0,caine mutiny
1007,The Reformation,Diarmaid MacCulloch,British,2003.0,reformation
1890,A Prince of Our Disorder: The Life of T E. Lawrence,John E. Mack,American,1976.0,prince of our disorder
1529,With Americans of Past and Present Days,Jean Jules Jusserand,French,1916.0,with americans of past and present days
595,Being Dead,Jim Crace,British,1999.0,being dead
3391,Collected Poems,Jack Gilbert,American,2012.0,collected poems
5535,A Novel About My Wife,Emily Perkins,New Zealand,2008.0,novel about my wife
672,A Frolic of His Own,William Gaddis,American,1994.0,frolic of his own
4394,The Evangelicals: The Struggle to Shape America,Frances FitzGerald,American,2016.0,evangelicals
4390,Everything Inside: Stories,Edwidge Danticat,Haitian,2019.0,everything inside
957,Fin-de-Siècle Vienna,Carl E. Schorske,American,1980.0,fin-de-siècle vienna
2057,Lord of Misrule: The Morganville Vampires,Rachel Caine,American,2010.0,lord of misrule
677,In America,Susan Sontag,American,1999.0,in america
3539,Fortune Smiles: Stories,Adam Johnson,American,2015.0,fortune smiles
924,Stilwell and the American Experience in China,Barbara Wertheim Tuchman,American,1971.0,stilwell and american experience in china
5543,The Book Of Fame,Lloyd Jones,New Zealand,1987.0,book of fame
1819,Exploration and Empire: The Explorer and the Scientist in the Winning of the American West,William H. Goetzmann,American,1966.0,exploration and empire
917,O Strange New World,Howard Mumford Jones,American,1964.0,o strange new world
650,Steps,Jerzy Kosinski,Polish,1968.0,steps
352,A Summons to Memphis,Peter Taylor,American,1986.0,summons to memphis
1024,The Course of Empire,Bernard A. DeVoto,American,1952.0,course of empire
665,Victory Over Japan: A Book of Stories,Ellen Gilchrist,American,1983.0,victory over japan
4280,Amity and Prosperity: One Family and the Fracturing of America,Eliza Griswold,American,2018.0,amity and prosperity
964,Arab and Jew,David K. Shipler,American,1986.0,arab and jew
975,Carry Me Home,Diane McWhorter,American,2001.0,carry me home
670,Middle Passage,Charles R. Johnson,American,1990.0,middle passage
2043,"Devil in the Grove: Thurgood Marshall, the Groveland Boys, and the Dawn of a New America",Gilbert King,American,2012.0,devil in grove
979,Imperial Reckoning,Caroline Elkins,British,2005.0,imperial reckoning
4381,The End of the Myth: From the Frontier to the Border Wall in the Mind of America,Greg Grandin,American,2019.0,end of myth
1898,Bearing the Cross: Martin Luther King Jr. and the Southern Christian Leadership Conference,David J. Garrow,American,1986.0,bearing cross
4266,"Girl, Woman, Other",Bernardine Evaristo,British,2019.0,"girl, woman, other"
2088,The Finkler Question: A Novel,Howard Jacobson,British,2010.0,finkler question
930,On Human Nature,E. O. Wilson,American,1979.0,on human nature
4383,Behold the Dreamers,Imbolo Mbue,Cameroonian,2016.0,behold dreamers
626,Moon Tiger,Penelope Lively,British,1987.0,moon tiger
1066,"The Launching of Modern American Science, 1846-1876",Robert V. Bruce,American,1987.0,"launching of modern american science, 1846-1876"
999,A Civil Action,Jonathan Harr,American,1996.0,civil action
1061,The Radicalism of the American Revolution,Gordon S. Wood,American,1992.0,radicalism of american revolution
4392,The Problem of Slavery in the Age of Emancipation,David Brion Davis,American,2013.0,problem of slavery in age of emancipation
5533,The Hut Builder,Laurence Fearnley,New Zealand,2009.0,hut builder
1060,No Ordinary Time,Doris Kearns Goodwin,American,1995.0,no ordinary time
593,The Love of a Good Woman,Alice Munro,Canadian,1998.0,love of good woman
4397,Island on Fire: The Revolt That Ended Slavery in the British Empire,Tom Zoellner,American,2020.0,island on fire
921,So Human an Animal,René Dubos,French,1969.0,so human animal
1052,An Army at Dawn,Rick Atkinson,American,2002.0,army at dawn
397,Everyman,Philip Roth,American,2006.0,everyman
376,Sent for You Yesterday,John Edgar Wideman,American,1983.0,sent for you yesterday
1044,The Worst Hard Time,Timothy Egan,American,2005.0,worst hard time
1035,Becoming a Man: Half a Life Story,Paul Monette,American,1992.0,becoming man
3424,The Collected Stories of Deborah Eisenberg: Stories,Deborah Eisenberg,American,2011.0,collected stories of deborah eisenberg
1027,An American in Italy,Herbert Kubly,American,1955.0,american in italy
2049,"The Internal Enemy: Slavery and War in Virginia, 1772-1832",Alan Taylor,American,2013.0,internal enemy
5540,Slow Water,Annamarie Jagose,New Zealand,2003.0,slow water
1021,Ralph Waldo Emerson,Ralph L. Rusk,American,1950.0,ralph waldo emerson
1003,"Time, Love, Memory",Jonathan Weiner,American,1999.0,"time, love, memory"
617,Saville,David Storey,British,1976.0,saville
1000,Bad Land: An American Romance,Jonathan Raban,British,1996.0,bad land
997,The Land Where the Blues Began,Alan Lomax,American,1993.0,land where blues began
990,Weapons and Hope,Freeman Dyson,American,1983.0,weapons and hope
989,The Price of Power,Seymour M. Hersh,American,1982.0,price of power
981,The Years of Extermination,Saul Friedlander,Israeli,2007.0,years of extermination
978,Ghost Wars,Steve Coll,American,2004.0,ghost wars
976,A Problem from Hell: America and the Age of Genocide,Samantha Power,American,2002.0,problem from hell
959,Is There No Place On Earth For Me?,Susan Sheehan,American,1982.0,is there no place on earth for me?
929,The Dragons of Eden,Carl Sagan,American,1977.0,dragons of eden
919,The Problem of Slavery in Western Culture,David Brion Davis,American,1966.0,problem of slavery in western culture
